EvaluationID,StudentID,FacultyID,EvaluationDate,Criterion,Score,ShowMarks,ImprovementNote
PRE-0047-3,STU-0047,FAC-006,2026-04-16,Technical depth,83.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0047-3,STU-0047,FAC-006,2026-04-16,Delivery & confidence,95.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0047-3,STU-0047,FAC-006,2026-04-16,Visual design,86.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0047-3,STU-0047,FAC-006,2026-04-16,Question handling,96.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0048-1,STU-0048,FAC-001,2026-02-05,Content clarity,43.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0048-1,STU-0048,FAC-001,2026-02-05,Technical depth,44.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0048-1,STU-0048,FAC-001,2026-02-05,Delivery & confidence,50.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0048-1,STU-0048,FAC-001,2026-02-05,Visual design,39.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0048-1,STU-0048,FAC-001,2026-02-05,Question handling,57.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0048-2,STU-0048,FAC-001,2026-03-12,Content clarity,56.7,No,Improve pacing and use one clearer real-world example.
PRE-0048-2,STU-0048,FAC-001,2026-03-12,Technical depth,53.6,No,Improve pacing and use one clearer real-world example.
PRE-0048-2,STU-0048,FAC-001,2026-03-12,Delivery & confidence,64.6,No,Improve pacing and use one clearer real-world example.
PRE-0048-2,STU-0048,FAC-001,2026-03-12,Visual design,60.3,No,Improve pacing and use one clearer real-world example.
PRE-0048-2,STU-0048,FAC-001,2026-03-12,Question handling,53.3,No,Improve pacing and use one clearer real-world example.
PRE-0048-3,STU-0048,FAC-001,2026-04-16,Content clarity,50.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0048-3,STU-0048,FAC-001,2026-04-16,Technical depth,40.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0048-3,STU-0048,FAC-001,2026-04-16,Delivery & confidence,56.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0048-3,STU-0048,FAC-001,2026-04-16,Visual design,46.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0048-3,STU-0048,FAC-001,2026-04-16,Question handling,46.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0049-1,STU-0049,FAC-002,2026-02-05,Content clarity,79.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0049-1,STU-0049,FAC-002,2026-02-05,Technical depth,74.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0049-1,STU-0049,FAC-002,2026-02-05,Delivery & confidence,65.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0049-1,STU-0049,FAC-002,2026-02-05,Visual design,73.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0049-1,STU-0049,FAC-002,2026-02-05,Question handling,71.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0049-2,STU-0049,FAC-002,2026-03-12,Content clarity,72.0,No,Improve pacing and use one clearer real-world example.
PRE-0049-2,STU-0049,FAC-002,2026-03-12,Technical depth,63.3,No,Improve pacing and use one clearer real-world example.
PRE-0049-2,STU-0049,FAC-002,2026-03-12,Delivery & confidence,58.7,No,Improve pacing and use one clearer real-world example.
PRE-0049-2,STU-0049,FAC-002,2026-03-12,Visual design,62.7,No,Improve pacing and use one clearer real-world example.
PRE-0049-2,STU-0049,FAC-002,2026-03-12,Question handling,71.5,No,Improve pacing and use one clearer real-world example.
PRE-0049-3,STU-0049,FAC-002,2026-04-16,Content clarity,68.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0049-3,STU-0049,FAC-002,2026-04-16,Technical depth,79.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0049-3,STU-0049,FAC-002,2026-04-16,Delivery & confidence,62.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0049-3,STU-0049,FAC-002,2026-04-16,Visual design,62.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0049-3,STU-0049,FAC-002,2026-04-16,Question handling,79.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0050-1,STU-0050,FAC-003,2026-02-05,Content clarity,55.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0050-1,STU-0050,FAC-003,2026-02-05,Technical depth,47.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0050-1,STU-0050,FAC-003,2026-02-05,Delivery & confidence,50.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0050-1,STU-0050,FAC-003,2026-02-05,Visual design,57.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0050-1,STU-0050,FAC-003,2026-02-05,Question handling,42.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0050-2,STU-0050,FAC-003,2026-03-12,Content clarity,65.1,No,Improve pacing and use one clearer real-world example.
PRE-0050-2,STU-0050,FAC-003,2026-03-12,Technical depth,63.7,No,Improve pacing and use one clearer real-world example.
PRE-0050-2,STU-0050,FAC-003,2026-03-12,Delivery & confidence,73.2,No,Improve pacing and use one clearer real-world example.
PRE-0050-2,STU-0050,FAC-003,2026-03-12,Visual design,65.5,No,Improve pacing and use one clearer real-world example.
PRE-0050-2,STU-0050,FAC-003,2026-03-12,Question handling,57.5,No,Improve pacing and use one clearer real-world example.
PRE-0050-3,STU-0050,FAC-003,2026-04-16,Content clarity,36.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0050-3,STU-0050,FAC-003,2026-04-16,Technical depth,43.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0050-3,STU-0050,FAC-003,2026-04-16,Delivery & confidence,45.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0050-3,STU-0050,FAC-003,2026-04-16,Visual design,39.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0050-3,STU-0050,FAC-003,2026-04-16,Question handling,35.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0051-1,STU-0051,FAC-004,2026-02-05,Content clarity,45.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0051-1,STU-0051,FAC-004,2026-02-05,Technical depth,57.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0051-1,STU-0051,FAC-004,2026-02-05,Delivery & confidence,49.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0051-1,STU-0051,FAC-004,2026-02-05,Visual design,60.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0051-1,STU-0051,FAC-004,2026-02-05,Question handling,51.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0051-2,STU-0051,FAC-004,2026-03-12,Content clarity,62.0,No,Improve pacing and use one clearer real-world example.
PRE-0051-2,STU-0051,FAC-004,2026-03-12,Technical depth,71.4,No,Improve pacing and use one clearer real-world example.
PRE-0051-2,STU-0051,FAC-004,2026-03-12,Delivery & confidence,57.3,No,Improve pacing and use one clearer real-world example.
PRE-0051-2,STU-0051,FAC-004,2026-03-12,Visual design,64.5,No,Improve pacing and use one clearer real-world example.
PRE-0051-2,STU-0051,FAC-004,2026-03-12,Question handling,66.9,No,Improve pacing and use one clearer real-world example.
PRE-0051-3,STU-0051,FAC-004,2026-04-16,Content clarity,56.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0051-3,STU-0051,FAC-004,2026-04-16,Technical depth,59.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0051-3,STU-0051,FAC-004,2026-04-16,Delivery & confidence,55.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0051-3,STU-0051,FAC-004,2026-04-16,Visual design,57.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0051-3,STU-0051,FAC-004,2026-04-16,Question handling,61.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0052-1,STU-0052,FAC-005,2026-02-05,Content clarity,87.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0052-1,STU-0052,FAC-005,2026-02-05,Technical depth,100,Yes,Improve pacing and use one clearer real-world example.
PRE-0052-1,STU-0052,FAC-005,2026-02-05,Delivery & confidence,93.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0052-1,STU-0052,FAC-005,2026-02-05,Visual design,83.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0052-1,STU-0052,FAC-005,2026-02-05,Question handling,87.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0052-2,STU-0052,FAC-005,2026-03-12,Content clarity,92.5,No,Improve pacing and use one clearer real-world example.
PRE-0052-2,STU-0052,FAC-005,2026-03-12,Technical depth,98.8,No,Improve pacing and use one clearer real-world example.
PRE-0052-2,STU-0052,FAC-005,2026-03-12,Delivery & confidence,84.5,No,Improve pacing and use one clearer real-world example.
PRE-0052-2,STU-0052,FAC-005,2026-03-12,Visual design,88.2,No,Improve pacing and use one clearer real-world example.
PRE-0052-2,STU-0052,FAC-005,2026-03-12,Question handling,81.7,No,Improve pacing and use one clearer real-world example.
PRE-0052-3,STU-0052,FAC-005,2026-04-16,Content clarity,79.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0052-3,STU-0052,FAC-005,2026-04-16,Technical depth,78.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0052-3,STU-0052,FAC-005,2026-04-16,Delivery & confidence,92.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0052-3,STU-0052,FAC-005,2026-04-16,Visual design,89.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0052-3,STU-0052,FAC-005,2026-04-16,Question handling,86.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0053-1,STU-0053,FAC-006,2026-02-05,Content clarity,63.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0053-1,STU-0053,FAC-006,2026-02-05,Technical depth,61.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0053-1,STU-0053,FAC-006,2026-02-05,Delivery & confidence,65.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0053-1,STU-0053,FAC-006,2026-02-05,Visual design,57.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0053-1,STU-0053,FAC-006,2026-02-05,Question handling,54.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0053-2,STU-0053,FAC-006,2026-03-12,Content clarity,55.6,No,Improve pacing and use one clearer real-world example.
PRE-0053-2,STU-0053,FAC-006,2026-03-12,Technical depth,74.2,No,Improve pacing and use one clearer real-world example.
PRE-0053-2,STU-0053,FAC-006,2026-03-12,Delivery & confidence,69.9,No,Improve pacing and use one clearer real-world example.
PRE-0053-2,STU-0053,FAC-006,2026-03-12,Visual design,55.8,No,Improve pacing and use one clearer real-world example.
PRE-0053-2,STU-0053,FAC-006,2026-03-12,Question handling,57.8,No,Improve pacing and use one clearer real-world example.
PRE-0053-3,STU-0053,FAC-006,2026-04-16,Content clarity,42.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0053-3,STU-0053,FAC-006,2026-04-16,Technical depth,38.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0053-3,STU-0053,FAC-006,2026-04-16,Delivery & confidence,50.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0053-3,STU-0053,FAC-006,2026-04-16,Visual design,52.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0053-3,STU-0053,FAC-006,2026-04-16,Question handling,45.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0054-1,STU-0054,FAC-001,2026-02-05,Content clarity,79.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0054-1,STU-0054,FAC-001,2026-02-05,Technical depth,71.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0054-1,STU-0054,FAC-001,2026-02-05,Delivery & confidence,80.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0054-1,STU-0054,FAC-001,2026-02-05,Visual design,71.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0054-1,STU-0054,FAC-001,2026-02-05,Question handling,79.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0054-2,STU-0054,FAC-001,2026-03-12,Content clarity,69.1,No,Improve pacing and use one clearer real-world example.
PRE-0054-2,STU-0054,FAC-001,2026-03-12,Technical depth,76.5,No,Improve pacing and use one clearer real-world example.
PRE-0054-2,STU-0054,FAC-001,2026-03-12,Delivery & confidence,62.2,No,Improve pacing and use one clearer real-world example.
PRE-0054-2,STU-0054,FAC-001,2026-03-12,Visual design,75.7,No,Improve pacing and use one clearer real-world example.
PRE-0054-2,STU-0054,FAC-001,2026-03-12,Question handling,60.1,No,Improve pacing and use one clearer real-world example.
PRE-0054-3,STU-0054,FAC-001,2026-04-16,Content clarity,60.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0054-3,STU-0054,FAC-001,2026-04-16,Technical depth,54.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0054-3,STU-0054,FAC-001,2026-04-16,Delivery & confidence,64.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0054-3,STU-0054,FAC-001,2026-04-16,Visual design,66.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0054-3,STU-0054,FAC-001,2026-04-16,Question handling,55.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0055-1,STU-0055,FAC-002,2026-02-05,Content clarity,92.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0055-1,STU-0055,FAC-002,2026-02-05,Technical depth,89.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0055-1,STU-0055,FAC-002,2026-02-05,Delivery & confidence,93.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0055-1,STU-0055,FAC-002,2026-02-05,Visual design,89.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0055-1,STU-0055,FAC-002,2026-02-05,Question handling,83.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0055-2,STU-0055,FAC-002,2026-03-12,Content clarity,84.4,No,Improve pacing and use one clearer real-world example.
PRE-0055-2,STU-0055,FAC-002,2026-03-12,Technical depth,88.6,No,Improve pacing and use one clearer real-world example.
PRE-0055-2,STU-0055,FAC-002,2026-03-12,Delivery & confidence,78.1,No,Improve pacing and use one clearer real-world example.
PRE-0055-2,STU-0055,FAC-002,2026-03-12,Visual design,86.1,No,Improve pacing and use one clearer real-world example.
PRE-0055-2,STU-0055,FAC-002,2026-03-12,Question handling,97.2,No,Improve pacing and use one clearer real-world example.
PRE-0055-3,STU-0055,FAC-002,2026-04-16,Content clarity,93.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0055-3,STU-0055,FAC-002,2026-04-16,Technical depth,84.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0055-3,STU-0055,FAC-002,2026-04-16,Delivery & confidence,82.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0055-3,STU-0055,FAC-002,2026-04-16,Visual design,85.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0055-3,STU-0055,FAC-002,2026-04-16,Question handling,86.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0056-1,STU-0056,FAC-003,2026-02-05,Content clarity,43.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0056-1,STU-0056,FAC-003,2026-02-05,Technical depth,50.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0056-1,STU-0056,FAC-003,2026-02-05,Delivery & confidence,44.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0056-1,STU-0056,FAC-003,2026-02-05,Visual design,57.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0056-1,STU-0056,FAC-003,2026-02-05,Question handling,58.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0056-2,STU-0056,FAC-003,2026-03-12,Content clarity,52.5,No,Improve pacing and use one clearer real-world example.
PRE-0056-2,STU-0056,FAC-003,2026-03-12,Technical depth,43.9,No,Improve pacing and use one clearer real-world example.
PRE-0056-2,STU-0056,FAC-003,2026-03-12,Delivery & confidence,51.6,No,Improve pacing and use one clearer real-world example.
PRE-0056-2,STU-0056,FAC-003,2026-03-12,Visual design,51.5,No,Improve pacing and use one clearer real-world example.
PRE-0056-2,STU-0056,FAC-003,2026-03-12,Question handling,53.9,No,Improve pacing and use one clearer real-world example.
PRE-0056-3,STU-0056,FAC-003,2026-04-16,Content clarity,56.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0056-3,STU-0056,FAC-003,2026-04-16,Technical depth,56.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0056-3,STU-0056,FAC-003,2026-04-16,Delivery & confidence,60.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0056-3,STU-0056,FAC-003,2026-04-16,Visual design,53.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0056-3,STU-0056,FAC-003,2026-04-16,Question handling,59.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0057-1,STU-0057,FAC-004,2026-02-05,Content clarity,67.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0057-1,STU-0057,FAC-004,2026-02-05,Technical depth,66.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0057-1,STU-0057,FAC-004,2026-02-05,Delivery & confidence,80.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0057-1,STU-0057,FAC-004,2026-02-05,Visual design,80.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0057-1,STU-0057,FAC-004,2026-02-05,Question handling,66.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0057-2,STU-0057,FAC-004,2026-03-12,Content clarity,68.8,No,Improve pacing and use one clearer real-world example.
PRE-0057-2,STU-0057,FAC-004,2026-03-12,Technical depth,83.8,No,Improve pacing and use one clearer real-world example.
PRE-0057-2,STU-0057,FAC-004,2026-03-12,Delivery & confidence,73.7,No,Improve pacing and use one clearer real-world example.
PRE-0057-2,STU-0057,FAC-004,2026-03-12,Visual design,80.7,No,Improve pacing and use one clearer real-world example.
PRE-0057-2,STU-0057,FAC-004,2026-03-12,Question handling,86.5,No,Improve pacing and use one clearer real-world example.
PRE-0057-3,STU-0057,FAC-004,2026-04-16,Content clarity,67.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0057-3,STU-0057,FAC-004,2026-04-16,Technical depth,70.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0057-3,STU-0057,FAC-004,2026-04-16,Delivery & confidence,74.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0057-3,STU-0057,FAC-004,2026-04-16,Visual design,71.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0057-3,STU-0057,FAC-004,2026-04-16,Question handling,80.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0058-1,STU-0058,FAC-005,2026-02-05,Content clarity,85.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0058-1,STU-0058,FAC-005,2026-02-05,Technical depth,89.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0058-1,STU-0058,FAC-005,2026-02-05,Delivery & confidence,75.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0058-1,STU-0058,FAC-005,2026-02-05,Visual design,77.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0058-1,STU-0058,FAC-005,2026-02-05,Question handling,83.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0058-2,STU-0058,FAC-005,2026-03-12,Content clarity,69.9,No,Improve pacing and use one clearer real-world example.
PRE-0058-2,STU-0058,FAC-005,2026-03-12,Technical depth,83.0,No,Improve pacing and use one clearer real-world example.
PRE-0058-2,STU-0058,FAC-005,2026-03-12,Delivery & confidence,73.8,No,Improve pacing and use one clearer real-world example.
PRE-0058-2,STU-0058,FAC-005,2026-03-12,Visual design,87.2,No,Improve pacing and use one clearer real-world example.
PRE-0058-2,STU-0058,FAC-005,2026-03-12,Question handling,71.2,No,Improve pacing and use one clearer real-world example.
PRE-0058-3,STU-0058,FAC-005,2026-04-16,Content clarity,78.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0058-3,STU-0058,FAC-005,2026-04-16,Technical depth,75.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0058-3,STU-0058,FAC-005,2026-04-16,Delivery & confidence,80.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0058-3,STU-0058,FAC-005,2026-04-16,Visual design,68.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0058-3,STU-0058,FAC-005,2026-04-16,Question handling,70.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0059-1,STU-0059,FAC-006,2026-02-05,Content clarity,60.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0059-1,STU-0059,FAC-006,2026-02-05,Technical depth,57.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0059-1,STU-0059,FAC-006,2026-02-05,Delivery & confidence,56.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0059-1,STU-0059,FAC-006,2026-02-05,Visual design,57.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0059-1,STU-0059,FAC-006,2026-02-05,Question handling,49.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0059-2,STU-0059,FAC-006,2026-03-12,Content clarity,64.2,No,Improve pacing and use one clearer real-world example.
PRE-0059-2,STU-0059,FAC-006,2026-03-12,Technical depth,74.4,No,Improve pacing and use one clearer real-world example.
PRE-0059-2,STU-0059,FAC-006,2026-03-12,Delivery & confidence,61.8,No,Improve pacing and use one clearer real-world example.
PRE-0059-2,STU-0059,FAC-006,2026-03-12,Visual design,72.3,No,Improve pacing and use one clearer real-world example.
PRE-0059-2,STU-0059,FAC-006,2026-03-12,Question handling,77.7,No,Improve pacing and use one clearer real-world example.
PRE-0059-3,STU-0059,FAC-006,2026-04-16,Content clarity,49.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0059-3,STU-0059,FAC-006,2026-04-16,Technical depth,46.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0059-3,STU-0059,FAC-006,2026-04-16,Delivery & confidence,56.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0059-3,STU-0059,FAC-006,2026-04-16,Visual design,48.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0059-3,STU-0059,FAC-006,2026-04-16,Question handling,53.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0060-1,STU-0060,FAC-001,2026-02-05,Content clarity,62.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0060-1,STU-0060,FAC-001,2026-02-05,Technical depth,55.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0060-1,STU-0060,FAC-001,2026-02-05,Delivery & confidence,59.2,Yes,Improve pacing and use one clearer real-world example.
PRE-0060-1,STU-0060,FAC-001,2026-02-05,Visual design,68.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0060-1,STU-0060,FAC-001,2026-02-05,Question handling,68.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0060-2,STU-0060,FAC-001,2026-03-12,Content clarity,58.4,No,Improve pacing and use one clearer real-world example.
PRE-0060-2,STU-0060,FAC-001,2026-03-12,Technical depth,54.6,No,Improve pacing and use one clearer real-world example.
PRE-0060-2,STU-0060,FAC-001,2026-03-12,Delivery & confidence,64.6,No,Improve pacing and use one clearer real-world example.
PRE-0060-2,STU-0060,FAC-001,2026-03-12,Visual design,60.6,No,Improve pacing and use one clearer real-world example.
PRE-0060-2,STU-0060,FAC-001,2026-03-12,Question handling,71.1,No,Improve pacing and use one clearer real-world example.
PRE-0060-3,STU-0060,FAC-001,2026-04-16,Content clarity,70.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0060-3,STU-0060,FAC-001,2026-04-16,Technical depth,59.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0060-3,STU-0060,FAC-001,2026-04-16,Delivery & confidence,65.0,Yes,Improve pacing and use one clearer real-world example.
PRE-0060-3,STU-0060,FAC-001,2026-04-16,Visual design,56.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0060-3,STU-0060,FAC-001,2026-04-16,Question handling,69.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0061-1,STU-0061,FAC-002,2026-02-05,Content clarity,50.4,Yes,Improve pacing and use one clearer real-world example.
PRE-0061-1,STU-0061,FAC-002,2026-02-05,Technical depth,52.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0061-1,STU-0061,FAC-002,2026-02-05,Delivery & confidence,49.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0061-1,STU-0061,FAC-002,2026-02-05,Visual design,61.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0061-1,STU-0061,FAC-002,2026-02-05,Question handling,64.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0061-2,STU-0061,FAC-002,2026-03-12,Content clarity,76.9,No,Improve pacing and use one clearer real-world example.
PRE-0061-2,STU-0061,FAC-002,2026-03-12,Technical depth,72.7,No,Improve pacing and use one clearer real-world example.
PRE-0061-2,STU-0061,FAC-002,2026-03-12,Delivery & confidence,89.7,No,Improve pacing and use one clearer real-world example.
PRE-0061-2,STU-0061,FAC-002,2026-03-12,Visual design,72.5,No,Improve pacing and use one clearer real-world example.
PRE-0061-2,STU-0061,FAC-002,2026-03-12,Question handling,86.5,No,Improve pacing and use one clearer real-world example.
PRE-0061-3,STU-0061,FAC-002,2026-04-16,Content clarity,68.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0061-3,STU-0061,FAC-002,2026-04-16,Technical depth,68.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0061-3,STU-0061,FAC-002,2026-04-16,Delivery & confidence,66.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0061-3,STU-0061,FAC-002,2026-04-16,Visual design,62.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0061-3,STU-0061,FAC-002,2026-04-16,Question handling,70.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0062-1,STU-0062,FAC-003,2026-02-05,Content clarity,62.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0062-1,STU-0062,FAC-003,2026-02-05,Technical depth,69.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0062-1,STU-0062,FAC-003,2026-02-05,Delivery & confidence,60.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0062-1,STU-0062,FAC-003,2026-02-05,Visual design,69.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0062-1,STU-0062,FAC-003,2026-02-05,Question handling,69.1,Yes,Improve pacing and use one clearer real-world example.
PRE-0062-2,STU-0062,FAC-003,2026-03-12,Content clarity,70.9,No,Improve pacing and use one clearer real-world example.
PRE-0062-2,STU-0062,FAC-003,2026-03-12,Technical depth,72.1,No,Improve pacing and use one clearer real-world example.
PRE-0062-2,STU-0062,FAC-003,2026-03-12,Delivery & confidence,73.4,No,Improve pacing and use one clearer real-world example.
PRE-0062-2,STU-0062,FAC-003,2026-03-12,Visual design,65.2,No,Improve pacing and use one clearer real-world example.
PRE-0062-2,STU-0062,FAC-003,2026-03-12,Question handling,78.2,No,Improve pacing and use one clearer real-world example.
PRE-0062-3,STU-0062,FAC-003,2026-04-16,Content clarity,79.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0062-3,STU-0062,FAC-003,2026-04-16,Technical depth,82.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0062-3,STU-0062,FAC-003,2026-04-16,Delivery & confidence,93.3,Yes,Improve pacing and use one clearer real-world example.
PRE-0062-3,STU-0062,FAC-003,2026-04-16,Visual design,95.8,Yes,Improve pacing and use one clearer real-world example.
PRE-0062-3,STU-0062,FAC-003,2026-04-16,Question handling,93.5,Yes,Improve pacing and use one clearer real-world example.
PRE-0063-1,STU-0063,FAC-004,2026-02-05,Content clarity,73.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0063-1,STU-0063,FAC-004,2026-02-05,Technical depth,72.9,Yes,Improve pacing and use one clearer real-world example.
PRE-0063-1,STU-0063,FAC-004,2026-02-05,Delivery & confidence,71.6,Yes,Improve pacing and use one clearer real-world example.
PRE-0063-1,STU-0063,FAC-004,2026-02-05,Visual design,70.7,Yes,Improve pacing and use one clearer real-world example.
PRE-0063-1,STU-0063,FAC-004,2026-02-05,Question handling,77.1,Yes,Improve pacing and use one clearer real-world example.
